case_id,state,isMetro,areaname,county,family_member_count,housing_cost,food_cost,transportation_cost,healthcare_cost,other_necessities_cost,childcare_cost,taxes,total_cost,median_family_income
1293,MI,True,"Grand Rapids-Wyoming, MI HUD Metro FMR Area",Kent County,1p1c,11928.0,4678.8666,12758.935282582617,6176.59716,6017.32248,8267.5752,6153.42996,53594.5836,79253.515625
2772,TX,True,"Fort Worth-Arlington, TX HUD Metro FMR Area",Tarrant County,1p1c,14997.954,4449.51084,16270.905883911044,6306.47604,7046.58324,7977.7566,5518.11324,57131.8248,82001.3046875
1127,LA,True,"Shreveport-Bossier City, LA HUD Metro FMR Area",Bossier Parish,1p4c,14790.8568,11487.1326,11481.72419219759,15059.7012,9521.55252,11390.43672,8625.2424,84360.0936,69842.65625
2603,TX,False,"Cottle County, TX",Cottle County,1p1c,8808.0,4617.705,11066.210079237131,8226.5208,4864.66224,4695.48156,3604.90248,46160.2704,40771.15625
1603,MO,False,"Schuyler County, MO",Schuyler County,2p4c,9876.0,11826.37284,12502.216519346772,31598.7564,7863.62544,9990.34572,8748.52368,95010.0468,53294.32421875
1096,KY,False,"Perry County, KY",Perry County,2p4c,11064.0,12856.7004,13362.800177415369,18351.618,8667.41304,12192.366,7109.17164,84615.0996,45596.2109375
969,KS,True,"Manhattan, KS MSA",Pottawatomie County,2p1c,9922.6758,7007.39424,12195.254180260046,14608.3884,6134.43168,9041.16876,8862.67164,70514.478,80885.140625
228,CA,True,"Santa Maria-Santa Barbara, CA MSA",Santa Barbara County,2p1c,28488.0,8143.72848,15457.554210399898,14330.7132,13273.1208,11232.98148,16127.8896,106870.242,87471.203125
77,AK,False,"Hoonah-Angoon Census Area, AK",Hoonah-Angoon Census Area,1p2c,12180.0,6343.73736,11522.793545504763,12462.954,6711.88032,17747.1228,6952.49196,75485.0688,69310.7578125
415,GA,True,"Atlanta-Sandy Springs-Roswell, GA HUD Metro FMR Area",Carroll County,1p0c,9190.95264,3071.037,14434.219597453697,7405.4802,4443.00216,0.0,7152.99972,42528.612,66174.828125
3028,WV,False,"Calhoun County, WV",Calhoun County,1p1c,8112.0,4143.702,13382.318508464363,12268.0704,4440.72396,5828.27016,6738.219,53870.8248,47069.70703125
1347,MN,False,"Chippewa County, MN",Chippewa County,1p1c,8808.0,4495.38168,12720.231234811497,7411.81344,4820.33976,6851.16432,4501.6014,48362.4516,73901.6953125
3119,WI,True,"Oconto County, WI HUD Metro FMR Area",Oconto County,2p3c,11832.0,11201.41044,11254.664407433593,17590.2192,8345.9136,17290.6452,9589.13304,91775.4204,74126.5703125
1759,NE,False,"Sioux County, NE",Sioux County,2p4c,10968.0,13663.044,12768.261045818883,31215.9612,8924.79864,18585.024,12995.4612,113029.3356,58746.7734375
2807,UT,False,"Beaver County, UT",Beaver County,1p4c,11904.0,11413.96584,13525.751971344169,16174.0608,8449.0188,17577.5928,11093.56272,91664.7012,68837.390625
1121,LA,False,"Allen Parish, LA",Allen Parish,1p2c,8700.0,6250.44072,13717.51617320701,12333.894,5417.13468,7539.53028,5020.73436,57738.8496,58885.39453125
878,IA,False,"Shelby County, IA",Shelby County,1p3c,12012.0,8577.4548,11607.71730542667,12180.1164,7460.37084,11614.52124,8291.68728,74492.3208,77959.7109375
2446,SD,False,"Roberts County, SD",Roberts County,2p4c,11184.0,14872.56,17206.520070408973,25713.234,9441.3186,12844.578,5826.453,95026.7868,60754.21484375
2659,TX,False,"Henderson County, TX",Henderson County,1p1c,9624.0,4495.38168,15339.689734119926,8226.5208,5116.0086,4896.49404,3929.76564,47953.9536,59996.41796875
913,KS,False,"Crawford County, KS",Crawford County,1p1c,8880.0,4250.73492,12551.031316544333,8132.88276,4757.78316,6240.40356,5292.8046,48712.7988,61567.4609375
2220,OK,False,"Pontotoc County, OK",Pontotoc County,1p4c,11736.0,10060.38792,11900.549930292373,16421.5608,7897.69116,16068.06,7645.64868,83176.482,65150.05859375
753,IN,False,"Marshall County, IN",Marshall County,2p4c,11952.0,11915.967,16648.51466513032,19875.564,8648.30568,15266.64,6881.50776,89795.8884,65753.8359375
2670,TX,True,"San Angelo, TX MSA",Irion County,1p1c,13747.1208,4220.15436,12679.826790397972,8893.06788,6510.25272,7558.3272,5985.29292,59868.1584,72875.8984375
1121,LA,False,"Allen Parish, LA",Allen Parish,2p2c,8700.0,8365.01736,15386.245972276234,18536.6832,6183.3288,7539.53028,6513.219,69929.232,58885.39453125
820,IA,True,"Des Moines-West Des Moines, IA MSA",Dallas County,2p4c,16883.8344,14245.4028,14982.22229415143,19678.3764,11279.3496,17349.2148,13016.796,108081.984,114112.203125
670,IL,False,"Morgan County, IL",Morgan County,1p3c,11160.0,7830.29076,14481.108351220108,15109.074,6880.93068,13499.0112,8056.16376,75443.0448,64631.51171875
1347,MN,False,"Chippewa County, MN",Chippewa County,2p4c,12396.0,13170.2796,13512.792849077048,20585.8728,9263.67192,12855.4356,7166.6016,90225.018,73901.6953125
622,IL,False,"Douglas County, IL",Douglas County,2p1c,8400.0,6889.02612,14669.087084808578,15097.6944,5539.8168,7050.78144,8757.00372,66318.1644,70870.5078125
2424,SD,False,"Hutchinson County, SD",Hutchinson County,1p1c,8904.0,4938.80388,15366.849630127765,9677.65284,5015.79384,5312.1618,4370.5236,50452.998,77053.0234375
63,AL,True,"Tuscaloosa, AL HUD Metro FMR Area",Tuscaloosa County,1p1c,10218.97488,5305.7736,12161.694156299316,8066.79564,5625.22848,5422.45128,6372.22632,51923.76,70579.9140625
3065,WV,False,"Roane County, WV",Roane County,1p4c,11004.0,10353.05196,14280.354683966836,24451.9092,7738.50216,13479.6084,11149.4766,91824.732,50971.64453125
858,IA,False,"Marion County, IA",Marion County,2p3c,12012.0,10981.77468,12206.265450838424,16795.7076,8331.55152,11868.24312,8571.594,83872.9044,77707.1171875
2683,TX,False,"Kenedy County, TX",Kenedy County,2p0c,7536.0,4755.26628,14378.52956789452,10773.58008,4453.61064,0.0,5367.57828,47741.8716,41779.5
1299,MI,True,"Livingston County, MI HUD Metro FMR Area",Livingston County,2p3c,17436.0,11567.46972,12343.890705175765,14951.3172,10509.10104,22331.5008,12725.8752,105772.2192,102787.34375
2330,PA,False,"Tioga County, PA",Tioga County,1p2c,9432.0,6989.73852,15583.1515372771,8830.7256,5950.24368,14847.8748,6441.00372,65179.4412,62788.359375
2338,PA,True,"York-Hanover, PA MSA",York County,1p1c,11628.0,4938.80388,15969.736305394954,8263.50732,6002.80668,9797.19072,7403.17164,59514.5916,80899.515625
1503,MS,False,"Yalobusha County, MS",Yalobusha County,1p3c,10896.0,9952.23924,11139.924529513773,14682.15,7554.1392,4613.8272,5428.87908,66074.766,51774.62109375
1372,MN,False,"Lac qui Parle County, MN",Lac qui Parle County,1p1c,8808.0,4862.3514,14528.197717360334,7411.81344,4953.3072,6668.4126,4901.47668,49983.0876,70157.890625
3060,WV,True,"Morgantown, WV MSA",Preston County,1p1c,8451.14064,4464.80088,13059.335622739956,12808.8804,4679.955,7887.61596,7688.41404,58291.9572,67385.4609375
424,GA,True,"Atlanta-Sandy Springs-Roswell, GA HUD Metro FMR Area",Clayton County,1p0c,10385.6712,2842.7844,12970.992445166296,5029.47984,4793.19144,0.0,6444.99612,39016.4088,54749.33984375
288,CO,False,"Montrose County, CO",Montrose County,2p4c,15504.0,15589.3092,13623.190063223428,16121.5488,11266.33224,14086.3632,9112.76592,97245.8904,64660.26171875
1839,NM,False,"Luna County, NM",Luna County,1p1c,8808.0,4571.83416,12114.701505658133,6128.83956,4848.04176,7606.69404,4797.5274,48204.8472,44444.11328125
2909,VA,True,"Blacksburg-Christiansburg-Radford, VA HUD Metro FMR Area",Montgomery County,1p1c,12284.952,4984.67472,12184.573794730157,8731.40628,6257.46684,9569.6514,8429.54664,61354.6752,84702.8828125
1611,MO,False,"Taney County, MO",Taney County,1p1c,9108.0,4908.2226,12962.534180312517,9084.89352,5078.63016,4971.58296,5393.22252,49309.2072,55411.640625
2498,TN,True,"Hickman County, TN HUD Metro FMR Area",Hickman County,1p2c,9372.0,6900.12744,15764.464759950222,10959.58524,5896.03344,11281.45824,3966.6756,61045.0608,54046.98828125
610,IL,False,"Cass County, IL",Cass County,2p0c,6600.0,5573.172,16550.54936161247,12253.38,4410.82032,0.0,7216.18728,48675.0384,63010.15234375
288,CO,False,"Montrose County, CO",Montrose County,1p4c,15504.0,12730.962,16223.709299604889,12104.2692,10230.64092,14086.3632,9347.39868,88190.1744,64660.26171875
2002,NC,True,"Winston-Salem, NC HUD Metro FMR Area",Stokes County,2p0c,6983.34372,5801.42436,11563.516563520305,8690.95968,4632.42552,0.0,5925.95328,45078.2016,60609.43359375
2860,VA,False,"Bland County, VA",Bland County,1p4c,11400.0,10609.13604,14369.74202694999,15776.2644,7974.77856,12390.9012,7726.24224,80739.5856,56451.81640625
254,CO,False,"Cheyenne County, CO",Cheyenne County,2p1c,8808.0,7078.41504,13952.21466852042,10895.25588,5756.27448,7234.50516,7416.25776,63934.2768,83320.7734375
1644,MT,False,"Lake County, MT",Lake County,2p3c,12828.0,12043.3464,10901.067823162095,16152.2808,9011.8704,17677.4196,10427.54664,94022.6604,59389.56640625
744,IN,True,"Indianapolis-Carmel, IN HUD Metro FMR Area",Johnson County,2p4c,15346.6512,12722.31,14017.614008200719,20874.6216,10170.4914,23512.578,11314.35936,108577.9692,89296.8984375
960,KS,False,"Nemaha County, KS",Nemaha County,1p0c,5688.0,3164.41296,14939.173559049754,5886.69,3207.57828,0.0,5511.85728,35114.4408,82830.9765625
545,GA,False,"Webster County, GA",Webster County,1p4c,9672.0,11231.05008,13865.330275449962,16349.862,7573.99956,8936.14668,4941.6954,72524.256,50524.9765625
2894,VA,False,"Highland County, VA",Highland County,2p2c,8412.0,9114.5706,14235.69900367279,15842.3172,6350.56788,11037.33468,8031.31272,75248.8476,56876.921875
1702,NE,True,"Sioux City, IA-NE-SD HUD Metro FMR Area",Dixon County,1p4c,11135.41116,10865.21856,10303.117970730495,23039.0748,7971.69576,20867.4612,13591.3284,102176.6604,74658.46875
2606,TX,True,"Lubbock, TX HUD Metro FMR Area",Crosby County,1p1c,6812.81472,4663.5762,15019.274231947227,8946.95508,4158.34896,5736.59364,3602.4726,46146.8844,52159.68359375
1471,MS,False,"Montgomery County, MS",Montgomery County,1p4c,11232.0,11231.05008,15313.970792390104,17604.6036,8139.249,4537.8984,4795.62492,70735.74,48021.57421875
2974,VA,True,"Richmond, VA MSA",Richmond city,1p3c,16982.0508,9653.373,14515.558933245346,12650.6952,9651.06444,17938.7772,12038.9064,89359.512,66234.390625
1102,KY,False,"Rowan County, KY",Rowan County,2p4c,10644.0,12319.1376,14956.30258278266,19021.5144,8320.4502,12564.6384,6997.08624,84098.2032,54871.53125
2744,TX,False,"Reagan County, TX",Reagan County,2p3c,14532.0,10615.71612,13772.479425028489,19172.772,9112.00932,10363.00704,5479.99992,83863.0548,81504.3203125
2106,OH,False,"Highland County, OH",Highland County,2p3c,12012.0,10176.4446,12911.106717495566,16544.3832,8039.74872,13804.1412,6633.89868,81953.0268,58335.015625
2675,TX,True,"Beaumont-Port Arthur, TX HUD Metro FMR Area",Jefferson County,1p4c,13948.0944,9877.47072,13140.994433422795,13518.1608,8632.9416,12479.6904,2877.14064,73874.4612,64599.6796875
1495,MS,False,"Union County, MS",Union County,1p1c,8208.0,4663.5762,12938.292387329846,8819.28072,4663.8798,2880.342,4569.70308,45312.1056,58446.9375
1445,MS,True,"Gulfport-Biloxi, MS HUD Metro FMR Area",Hancock County,1p3c,12948.4752,9772.91964,14116.181728804097,14294.4972,8232.85692,9101.38188,7244.21856,74094.1056,59719.17578125
1670,MT,False,"Teton County, MT",Teton County,2p0c,7176.0,6086.74068,13365.020626933501,10290.56028,4805.61396,0.0,6612.30468,49235.5896,66199.4765625
1274,MI,False,"Dickinson County, MI",Dickinson County,2p2c,9348.0,10073.99928,14918.2478974263,17559.0612,7037.3562,13778.8692,8998.8516,81377.5728,68626.890625
1221,MD,True,"California-Lexington Park, MD MSA",St. Mary's County,1p1c,16116.0,5061.12708,12276.98623381911,5390.39208,7673.30856,10494.62772,8853.0666,65806.74,110684.65625
1542,MO,False,"Gasconade County, MO",Gasconade County,2p4c,10116.0,12722.31,13635.844751604516,28153.5732,8275.22016,10387.7922,8291.30496,93198.4104,68488.2734375
777,IN,False,"Spencer County, IN",Spencer County,2p3c,11628.0,10652.32248,11957.51781729781,15664.7508,8073.0396,15054.6192,7638.32004,84691.6176,76396.8828125
1033,KY,True,"Lexington-Fayette, KY MSA",Fayette County,1p1c,11316.01908,4694.15664,11557.969906890046,7024.97388,5801.11776,7315.45536,6847.03488,53386.4592,79075.875
2757,TX,True,"Corpus Christi, TX HUD Metro FMR Area",San Patricio County,1p1c,12480.0444,4266.02532,13920.578487060871,7599.77196,6067.76112,7188.17064,5031.85944,54293.8656,65036.08203125
628,IL,True,"Champaign-Urbana, IL MSA",Ford County,1p1c,8062.66476,4556.54328,14721.27109347253,9104.4756,4572.43692,8670.65916,7088.87472,54577.2828,68558.09375
447,GA,False,"Evans County, GA",Evans County,2p3c,9720.0,11530.86396,17726.855498434663,17455.392,7700.02584,9064.39452,6119.34372,75346.5528,52445.140625
2826,UT,False,"Sanpete County, UT",Sanpete County,2p4c,11328.0,12722.31,11750.941598900556,21331.3392,8714.376,17127.9384,10007.43756,98238.774,63564.640625
2333,PA,False,"Warren County, PA",Warren County,2p1c,8688.0,6604.94316,11703.593470631811,11036.59572,5541.23616,6754.92696,6553.40988,58617.4044,64592.4921875
1042,KY,False,"Grayson County, KY",Grayson County,2p4c,10956.0,11378.40456,15465.01416975967,23088.7452,8092.63548,12238.5624,8004.63276,88760.8536,47106.671875
2673,TX,False,"Jasper County, TX",Jasper County,2p1c,9876.0,6652.28976,13449.8712261206,13433.6868,5988.85104,4918.56744,5310.73056,60077.6196,60614.56640625
217,CA,True,"Sacramento--Roseville--Arden-Arcade, CA HUD Metro FMR Area",Placer County,2p3c,30700.3128,13910.2488,11696.154328128177,19182.9876,16164.1656,17091.0336,20248.0776,133753.656,111357.234375
2430,SD,False,"Lake County, SD",Lake County,2p2c,8628.0,9324.44532,13351.83827964215,19355.3052,6504.87888,11501.36208,5950.99224,76590.024,83139.0234375
3002,WA,False,"Klickitat County, WA",Klickitat County,1p1c,10884.0,8073.3384,14815.780658661588,6883.26264,6868.9914,7252.1484,5861.53128,59142.4272,68787.078125
2293,PA,True,"Harrisburg-Carlisle, PA MSA",Dauphin County,2p1c,11638.9014,7670.25588,13918.93084973975,12475.662,6996.46944,9774.62328,8781.89064,70180.008,78421.7890625
1822,NJ,True,"Warren County, NJ HUD Metro FMR Area",Warren County,2p1c,15336.0,8404.13892,11236.389768165038,11855.63892,8601.9888,9920.5584,9417.85176,77596.0836,103354.1484375
2304,PA,False,"Jefferson County, PA",Jefferson County,2p2c,8688.0,8065.19676,14202.207086100301,13260.8304,6070.344,13969.7532,7014.24612,71897.3964,61822.1171875
477,GA,True,"Macon-Bibb County, GA HUD Metro FMR Area",Jones County,2p1c,9078.98364,6865.35276,11751.750454128323,12749.1024,5777.26176,6266.60664,7491.31644,62130.0408,66276.484375
134,AR,True,"Little Rock-North Little Rock-Conway, AR HUD Metro FMR Area",Faulkner County,1p1c,9952.56888,4587.1242,11946.024148203944,7186.6362,5268.30432,5956.32096,5832.26184,50066.3964,72333.734375
1369,MN,False,"Kandiyohi County, MN",Kandiyohi County,2p2c,8928.0,8574.89136,16328.753584529657,14823.6264,6341.98752,11645.73636,6550.72632,71648.3496,74805.3046875
2420,SD,False,"Hand County, SD",Hand County,2p1c,8628.0,7433.52024,14269.263944797032,16176.3432,5819.72208,5426.68656,6056.7462,64417.0488,74958.3046875
781,IN,False,"Switzerland County, IN",Switzerland County,2p2c,8784.0,8514.92796,12748.985208232345,13715.1,6268.08396,13035.1548,6879.42996,72092.6196,63021.44921875
1640,MT,False,"Granite County, MT",Granite County,1p3c,10956.0,9862.57908,11481.441894177446,12563.1696,7543.39236,16835.454,10352.56272,83471.262,62285.21484375
2905,VA,False,"Madison County, VA",Madison County,1p4c,13764.0,11487.1326,12590.803598888575,15776.2644,9149.48076,13573.29,10205.92968,88842.1284,68312.6796875
620,IL,True,"DeKalb County, IL HUD Metro FMR Area",DeKalb County,1p4c,17688.0,11743.21512,14532.917611418005,18055.9572,10664.09028,20603.508,15500.0088,107061.762,83200.6328125
2509,TN,False,"Lincoln County, TN",Lincoln County,2p1c,8016.0,7670.25588,12963.456357631028,13763.274,5683.749,5481.39108,5264.05848,59806.9752,61822.1171875
2146,OH,True,"Canton-Massillon, OH MSA",Stark County,1p1c,9032.17308,4495.38168,14660.80363606855,6481.95924,4901.5668,7987.02168,4751.42172,48107.8536,70077.796875
2645,TX,False,"Grimes County, TX",Grimes County,2p1c,8916.0,7575.56172,14280.795062411427,13733.3112,5975.54328,4692.17688,5402.56236,60610.4412,61556.16796875
3153,WY,False,"Converse County, WY",Converse County,1p4c,12288.0,11706.63204,14977.232064094504,21712.008,8694.20136,23696.3604,10887.35964,104266.0428,84359.921875
677,IL,False,"Pope County, IL",Pope County,2p3c,10884.0,9920.20308,15009.58273417341,24921.8496,7538.1834,13309.692,10451.8206,92920.9452,65948.9296875
2729,TX,False,"Nolan County, TX",Nolan County,2p4c,12624.0,13080.6852,11740.320926906326,21892.5012,9313.82148,9589.2744,3890.71104,85018.8984,59261.2109375
1566,MO,False,"Macon County, MO",Macon County,1p3c,10848.0,8159.04348,12082.719918564198,16603.44,6887.00172,10141.59888,6977.14092,72634.758,57967.41015625
881,IA,False,"Tama County, IA",Tama County,1p2c,8700.0,6407.26104,12514.401084719095,9578.90844,5473.95672,10392.0666,6270.46512,60568.3356,72986.796875
2614,TX,False,"DeWitt County, TX",DeWitt County,1p2c,9600.0,5847.18564,11509.586267186403,10946.25072,5597.12472,8539.59372,3372.8478,57697.3944,72567.8515625
373,FL,False,"Okeechobee County, FL",Okeechobee County,1p2c,10032.0,6340.0518,12756.76936305796,10707.00144,5932.23996,10106.44704,3595.1016,58947.516,49806.19921875
2519,TN,False,"Monroe County, TN",Monroe County,1p0c,5244.0,3340.7904,12214.93619382876,4822.79004,3110.6082,0.0,3977.70888,31640.3256,55300.7421875
1487,MS,False,"Smith County, MS",Smith County,2p1c,8208.0,7173.10908,14579.941087884183,14752.0344,5573.1822,2752.29564,6525.22632,59241.9084,59868.06640625
1907,NY,True,"Nassau-Suffolk, NY HUD Metro FMR Area",Suffolk County,2p0c,19743.5976,6885.62472,11632.76508617387,11889.0798,9648.81744,0.0,11819.06616,73045.7112,121846.2578125
1470,MS,False,"Monroe County, MS",Monroe County,2p2c,8208.0,9084.58812,14114.112598549435,17674.4868,6265.78716,4093.55532,5823.33576,65113.5876,57513.5546875
598,ID,False,"Teton County, ID",Teton County,2p0c,8592.0,5953.59336,13245.415004857812,10890.56028,5270.44224,0.0,7042.07448,52163.7072,92334.25
847,IA,True,"Iowa City, IA HUD Metro FMR Area",Johnson County,2p4c,17796.0,13887.0276,14526.162355025874,19104.1788,11480.0112,18159.4272,13188.9216,108694.9692,97596.734375
1027,KY,False,"Crittenden County, KY",Crittenden County,2p0c,6036.0,5135.68764,11490.772109739697,12645.5796,4047.94296,0.0,7199.72244,48628.8864,60916.45703125
2607,TX,False,"Culberson County, TX",Culberson County,2p2c,9024.0,8844.73248,13122.957663962097,16453.0416,6474.54636,8289.38748,4444.58976,68004.3048,45030.4296875
2178,OK,False,"Custer County, OK",Custer County,1p1c,8820.0,5076.41748,15011.33033882966,8244.48264,5035.22016,6266.71512,5454.2226,49899.3516,66804.2734375
75,AK,True,"Fairbanks, AK MSA",Fairbanks North Star Borough,2p2c,15612.0,8969.87988,14237.182203302067,18238.488,8906.98464,24686.3436,10767.32808,102384.3864,92407.15625
2894,VA,False,"Highland County, VA",Highland County,2p4c,11184.0,13618.248,13256.559220676058,21079.0548,8986.83252,12362.8608,8356.45308,92365.1364,56876.921875
876,IA,False,"Sac County, IA",Sac County,1p2c,8580.0,6564.0828,11252.836399014901,9770.30784,5487.29808,10496.53416,6392.88648,61102.77,72781.4296875
156,AR,False,"Marion County, AR",Marion County,2p0c,6060.0,5706.31932,16774.556859875735,9693.58008,4263.4014,0.0,5484.1014,44403.2016,47799.77734375
196,CA,True,"Fresno, CA MSA",Fresno County,2p4c,18108.0,13752.6372,13599.518772202202,17521.5528,11544.36624,13615.8384,7135.60908,97391.3376,62295.484375
507,GA,True,"Atlanta-Sandy Springs-Roswell, GA HUD Metro FMR Area",Pike County,2p1c,10120.82448,6770.658,15799.192032028652,12868.9512,6120.45012,6647.36424,8420.3826,66472.7868,82986.0234375
703,IL,True,"Peoria, IL MSA",Woodford County,2p0c,7938.04692,6885.62472,15790.138315133649,12218.7,5371.20048,0.0,8478.84012,54966.8904,87131.3203125
2789,TX,True,"Houston-The Woodlands-Sugar Land, TX HUD Metro FMR Area",Waller County,2p1c,11752.39308,7646.5818,14827.084186258322,13018.764,7029.01392,7089.21024,6649.5234,67881.3516,75866.015625
1180,LA,True,"Baton Rouge, LA HUD Metro FMR Area",West Baton Rouge Parish,1p1c,11609.10792,5290.48284,14299.522624820527,8677.51908,6123.3882,6320.78244,6875.12472,56497.6584,78227.71875
1836,NM,False,"Lea County, NM",Lea County,2p0c,9348.0,6048.69876,14797.227165939477,8154.56028,5578.83108,0.0,5948.89452,47912.3148,68769.6171875
880,IA,True,"Ames, IA MSA",Story County,1p1c,10836.0,4724.73744,15200.60986862749,7290.26952,5638.26888,9751.71684,7588.88304,56989.476,90880.265625
916,KS,True,"St. Joseph, MO-KS MSA",Doniphan County,2p4c,11122.9578,13349.4672,10600.32052345025,23793.4572,8867.32392,15333.888,8797.02324,96543.018,66211.796875
623,IL,True,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",DuPage County,1p4c,22680.486,12438.2964,17887.565917267188,16012.5204,12724.92,23937.7428,19628.586,120930.264,117059.1953125
1873,NY,False,"Fulton County, NY",Fulton County,1p3c,12744.0,8547.56904,13383.768477639798,10522.70064,7714.77468,20028.2856,8792.4924,81289.4352,62792.46484375
4,AL,True,"Birmingham-Hoover, AL HUD Metro FMR Area",Bibb County,1p4c,12717.2832,10755.46872,13408.342338131,17748.432,8505.10332,16394.4708,10691.88276,91170.768,59443.98828125
435,GA,True,"Atlanta-Sandy Springs-Roswell, GA HUD Metro FMR Area",Dawson County,2p0c,9847.89108,6714.43584,12532.39463922235,9986.95968,6001.18392,0.0,8289.25776,55185.5268,80711.609375
1503,MS,False,"Yalobusha County, MS",Yalobusha County,1p2c,8208.0,7460.20308,13708.120429426397,11759.69676,5677.2078,4206.03192,4651.83576,54436.6344,51774.62109375
2880,VA,True,"Floyd County, VA HUD Metro FMR Area",Floyd County,1p3c,12036.0,9145.3008,11427.152498560594,13188.666,7674.82032,15478.1124,9777.96096,81754.2948,64102.6953125
1299,MI,True,"Livingston County, MI HUD Metro FMR Area",Livingston County,1p4c,17436.0,11560.30008,11191.611936819972,13072.8396,10506.50316,22331.5008,13484.4072,103435.8636,102787.34375
2158,OH,False,"Wyandot County, OH",Wyandot County,2p2c,8808.0,8694.82032,12775.841002907178,11954.781,6341.96196,11882.9202,5611.55088,68169.9252,69534.609375
411,GA,True,"Butts County, GA HUD Metro FMR Area",Butts County,2p2c,10392.0,10613.67768,11405.92744968861,15486.9432,7611.18528,10895.06028,8764.76592,79072.2072,55110.78125
3113,WI,True,"Wausau, WI MSA",Marathon County,1p4c,12204.0,10572.55296,14326.155840673462,16371.018,8252.844,17827.5288,10353.28128,89301.4104,78719.5625
659,IL,True,"Decatur, IL MSA",Macon County,2p1c,9264.0,6557.59572,12352.335462700381,15207.6372,5732.78796,9266.04204,9279.88692,68865.024,70810.953125
1124,LA,False,"Avoyelles Parish, LA",Avoyelles Parish,2p3c,11676.0,11201.41044,12363.908112799894,21853.56,8289.3882,8524.55784,7552.23408,83232.7788,50716.9921875
1496,MS,False,"Walthall County, MS",Walthall County,1p1c,8208.0,4602.41424,14235.196997401878,8837.2434,4641.71856,2796.63588,4787.12112,46064.3088,45584.9140625
2741,TX,False,"Presidio County, TX",Presidio County,2p2c,8808.0,9474.35748,15277.208524731059,16453.0416,6624.41892,8302.45092,4427.51184,67907.6484,34313.4453125
2684,TX,False,"Kent County, TX",Kent County,2p1c,9492.0,6865.35276,9895.17729572328,13733.3112,5926.91424,4874.91792,5655.93756,62082.6264,75728.421875
1685,NE,False,"Brown County, NE",Brown County,1p2c,8808.0,7505.00904,11943.37080496171,15607.98,5910.84672,15268.1004,9222.07836,76407.2928,62786.3046875
331,FL,True,"Palm Bay-Melbourne-Titusville, FL MSA",Brevard County,2p3c,18300.0,12409.4064,16828.30988567964,16596.99,11127.2292,13830.0744,7457.79708,94512.0648,73043.2734375
85,AK,False,"Nome Census Area, AK",Nome Census Area,1p3c,23640.0,10563.8262,13154.564077075494,15940.4376,12393.396,24697.4856,14421.954,111503.2848,61156.734375
2861,VA,True,"Roanoke, VA HUD Metro FMR Area",Botetourt County,1p2c,11914.23408,7549.815,12432.765788780991,10983.51048,7052.59272,15332.412,10197.969,77151.9144,88140.6953125
2525,TN,False,"Perry County, TN",Perry County,1p0c,6000.0,3247.41468,13535.199944137612,5518.79004,3350.703,0.0,4353.23616,33893.8392,52854.84375
1189,ME,False,"Hancock County, ME",Hancock County,2p0c,9384.0,7589.40456,14904.430642181002,12700.3596,6150.13404,0.0,7981.4766,56971.23,74590.6953125
2985,WA,True,"Kennewick-Richland, WA MSA",Benton County,1p4c,16890.0588,11340.79908,15522.941995989466,12177.2268,10229.15328,18161.3436,7224.25776,90509.0688,83393.6796875
1847,NM,True,"Farmington, NM MSA",San Juan County,2p3c,12660.0,10432.68456,15759.869871868832,12690.4512,8367.39036,15550.8372,6843.34356,81771.9492,58600.9609375
1902,NY,True,"Albany-Schenectady-Troy, NY MSA",Schenectady County,2p4c,15502.9464,15096.5436,13499.882419271742,17235.6384,11087.4024,30849.9252,15151.2264,120288.288,87621.1171875
1385,MN,False,"Mower County, MN",Mower County,1p0c,6108.0,2853.15948,12725.05599705199,5118.69,3246.98148,0.0,4745.59572,32428.8696,72581.1953125
1946,NC,True,"Davidson County, NC HUD Metro FMR Area",Davidson County,2p1c,8460.0,6415.55352,12596.560224624058,10921.39308,5389.99956,7931.68284,6732.20292,59258.3208,62547.0546875
2243,OR,False,"Curry County, OR",Curry County,1p0c,8340.0,3693.54456,14513.211102006924,5229.2802,4360.22796,0.0,7429.66044,40401.0,63607.765625
1906,NY,False,"Steuben County, NY",Steuben County,2p0c,7884.0,5573.172,13216.243641415711,11332.36008,4876.06416,0.0,6829.37916,49274.8884,67739.7109375
2476,TN,True,"Nashville-Davidson--Murfreesboro--Franklin, TN HUD Metro FMR Area",Davidson County,2p4c,18627.132,14962.1532,15499.43528809737,21153.5748,12170.7216,15370.0248,7656.00804,103844.8248,74837.1328125
335,FL,True,"Homosassa Springs, FL MSA",Citrus County,1p2c,10740.0,7885.85964,14284.043719597705,9595.86696,6748.88376,11284.89768,4270.71864,62676.0,56364.53515625
1465,MS,False,"Lincoln County, MS",Lincoln County,2p3c,10836.0,11238.01536,11957.92270926867,20596.9404,7998.28632,4642.65492,6236.32836,75669.3804,59593.90234375
325,DE,True,"Sussex County, DE HUD Metro FMR Area",Sussex County,1p4c,15672.0,13133.3772,11613.265221347927,17282.3868,10437.32448,15383.7732,13000.7736,99261.1872,76750.109375
306,CO,False,"Washington County, CO",Washington County,2p3c,12168.0,12189.7704,15079.719858741166,15272.6484,8825.781,13148.0916,8436.3984,86902.2132,64864.6015625
905,KS,False,"Cherokee County, KS",Cherokee County,1p0c,6564.0,3154.03824,12677.18485964467,5466.69,3521.22876,0.0,5568.9804,35391.3252,56437.44140625
